dataset,sra_accession,geo_series,status,timestamp,elapsed_sec,bytes_downloaded,fastq_files,failure_count,error
GSE52266,SRR1028429,GSE52266,completed,2026-04-27T01:50:17.948600Z,2112.03,1487533194,['SRR1028429.fastq'],0,
GSE52266,SRR1028430,GSE52266,completed,2026-04-27T02:11:47.249404Z,589.03,1134938318,['SRR1028430.fastq'],0,
GSE52266,SRR1028433,GSE52266,completed,2026-04-27T02:12:29.451473Z,413.47,819132398,['SRR1028433.fastq'],0,
GSE52266,SRR1028431,GSE52266,completed,2026-04-27T02:14:04.601459Z,1333.61,1168809198,['SRR1028431.fastq'],0,
GSE52266,SRR1028432,GSE52266,completed,2026-04-27T02:15:50.915598Z,1326.44,1186141422,['SRR1028432.fastq'],0,
GSE52266,SRR1028434,GSE52266,completed,2026-04-27T02:17:41.520060Z,1014.09,846240836,['SRR1028434.fastq'],0,
GSE52266,SRR1028436,GSE52266,completed,2026-04-27T02:22:53.661108Z,879.13,833811640,['SRR1028436.fastq'],0,
GSE52266,SRR1028435,GSE52266,completed,2026-04-27T02:23:17.244648Z,1235.09,1121986854,['SRR1028435.fastq'],0,
GSE52266,SRR1028437,GSE52266,completed,2026-04-27T02:26:13.263322Z,987.38,854344570,['SRR1028437.fastq'],0,
GSE52266,SRR1028439,GSE52266,completed,2026-04-27T02:53:31.241152Z,1478.42,1236376646,['SRR1028439.fastq'],0,
GSE52266,SRR1028443,GSE52266,completed,2026-04-27T02:54:45.492124Z,1130.84,1044002192,['SRR1028443.fastq'],0,
GSE52266,SRR1028442,GSE52266,completed,2026-04-27T02:55:24.418729Z,1248.87,1054115092,['SRR1028442.fastq'],0,
GSE52266,SRR1028445,GSE52266,completed,2026-04-27T02:56:08.383555Z,1020.26,1166209312,['SRR1028445.fastq'],0,
GSE52266,SRR1028440,GSE52266,completed,2026-04-27T02:56:19.099237Z,1497.76,1223255050,['SRR1028440.fastq'],0,
GSE52266,SRR1028438,GSE52266,completed,2026-04-27T02:56:42.181791Z,1828.71,1593592154,['SRR1028438.fastq'],0,
GSE52266,SRR1028441,GSE52266,completed,2026-04-27T02:57:01.169535Z,1449.65,1319159622,['SRR1028441.fastq'],0,
GSE52266,SRR1028446,GSE52266,completed,2026-04-27T02:59:06.498399Z,1076.8,1178573668,['SRR1028446.fastq'],0,
GSE52266,SRR1028444,GSE52266,completed,2026-04-27T02:59:24.660744Z,1324.42,1362749612,['SRR1028444.fastq'],0,
GSE52266,SRR1028447,GSE52266,completed,2026-04-27T03:11:34.840137Z,1603.1,1475733378,['SRR1028447.fastq'],0,
GSE52266,SRR1028451,GSE52266,completed,2026-04-27T03:28:59.600843Z,463.07,455597062,['SRR1028451.fastq'],0,
GSE52266,SRR1028450,GSE52266,completed,2026-04-27T03:29:14.424499Z,799.09,702296114,['SRR1028450.fastq'],0,
GSE52266,SRR1028449,GSE52266,completed,2026-04-27T03:32:14.863474Z,1100.18,1149881180,['SRR1028449.fastq'],0,
GSE52266,SRR1028452,GSE52266,completed,2026-04-27T03:32:59.294803Z,598.98,474445658,['SRR1028452.fastq'],0,
GSE52266,SRR1028454,GSE52266,completed,2026-04-27T03:33:13.431392Z,436.99,405383146,['SRR1028454.fastq'],0,
GSE52266,SRR1028448,GSE52266,completed,2026-04-27T03:33:59.469417Z,1344.28,1163342342,['SRR1028448.fastq'],0,
GSE52266,SRR1028453,GSE52266,completed,2026-04-27T03:38:16.465965Z,823.13,619224692,['SRR1028453.fastq'],0,
GSE52266,SRR1028455,GSE52266,completed,2026-04-27T03:43:30.378423Z,616.84,423141758,['SRR1028455.fastq'],0,
GSE52266,SRR1028457,GSE52266,completed,2026-04-27T04:03:59.753556Z,1376.23,1048789448,['SRR1028457.fastq'],0,
GSE52266,SRR1028456,GSE52266,completed,2026-04-27T04:06:48.754214Z,1632.11,1325138202,['SRR1028456.fastq'],0,
GSE52266,SRR1028458,GSE52266,completed,2026-04-27T04:09:50.640037Z,1421.46,1042791072,['SRR1028458.fastq'],0,
GSE52266,SRR1028459,GSE52266,completed,2026-04-27T04:17:55.499811Z,1822.0,1247626230,['SRR1028459.fastq'],0,
GSE52266,SRR1028461,GSE52266,completed,2026-04-27T04:18:40.897705Z,1661.47,1045021830,['SRR1028461.fastq'],0,
GSE52266,SRR1028460,GSE52266,completed,2026-04-27T04:18:46.434217Z,1763.45,1036330218,['SRR1028460.fastq'],0,
GSE52266,SRR1028463,GSE52266,completed,2026-04-27T04:39:03.138745Z,2661.77,1389957142,['SRR1028463.fastq'],0,
GSE52266,SRR1028462,GSE52266,completed,2026-04-27T04:48:36.263515Z,1789.58,1842797222,['SRR1028462.fastq'],0,
GSE52266,SRR1028464,GSE52266,completed,2026-04-27T04:48:54.957325Z,3139.88,1434837368,['SRR1028464.fastq'],0,
GSE52266,SRR1028465,GSE52266,completed,2026-04-27T04:50:48.524291Z,2831.48,1038225036,['SRR1028465.fastq'],0,
GSE52266,SRR1028466,GSE52266,completed,2026-04-27T05:09:19.491327Z,1110.72,864169716,['SRR1028466.fastq'],0,
GSE52266,SRR1028467,GSE52266,completed,2026-04-27T05:11:06.116370Z,1119.07,872188224,['SRR1028467.fastq'],0,
GSE52266,SRR1028469,GSE52266,completed,2026-04-27T05:12:31.450978Z,980.25,856705420,['SRR1028469.fastq'],0,
GSE52266,SRR1028470,GSE52266,completed,2026-04-27T05:13:05.167229Z,865.22,878437924,['SRR1028470.fastq'],0,
GSE52266,SRR1028468,GSE52266,completed,2026-04-27T05:14:43.446127Z,1223.13,1117168886,['SRR1028468.fastq'],0,
GSE52266,SRR1028471,GSE52266,completed,2026-04-27T05:20:36.504877Z,969.45,1059396578,['SRR1028471.fastq'],0,
GSE52266,SRR1028472,GSE52266,completed,2026-04-27T05:24:25.450901Z,995.95,812871724,['SRR1028472.fastq'],0,
GSE52266,SRR1028473,GSE52266,completed,2026-04-27T05:34:54.127458Z,628.48,833536922,['SRR1028473.fastq'],0,
GSE52266,SRR1028475,GSE52266,completed,2026-04-27T05:38:04.605738Z,494.34,476835770,['SRR1028475.fastq'],0,
GSE52266,SRR1028476,GSE52266,completed,2026-04-27T05:39:07.845941Z,450.65,497281084,['SRR1028476.fastq'],0,
GSE52266,SRR1028474,GSE52266,completed,2026-04-27T05:39:34.611368Z,280.28,710134406,['SRR1028474.fastq'],0,
GSE52266,SRR1028478,GSE52266,completed,2026-04-27T05:51:26.730150Z,630.1,558042448,['SRR1028478.fastq'],0,
GSE52266,SRR1028477,GSE52266,completed,2026-04-27T05:51:47.293284Z,759.32,840541992,['SRR1028477.fastq'],0,
GSE52266,SRR1028479,GSE52266,completed,2026-04-27T05:53:27.734580Z,588.35,581542864,['SRR1028479.fastq'],0,
GSE52266,SRR1028481,GSE52266,completed,2026-04-27T06:00:04.634016Z,744.16,852372596,['SRR1028481.fastq'],0,
GSE52266,SRR1028480,GSE52266,completed,2026-04-27T06:01:18.084474Z,384.07,988811604,['SRR1028480.fastq'],0,
GSE52266,SRR1028482,GSE52266,completed,2026-04-27T06:04:20.827767Z,896.65,857821752,['SRR1028482.fastq'],0,
GSE52266,SRR1028483,GSE52266,completed,2026-04-27T06:09:55.614033Z,1138.77,1233170182,['SRR1028483.fastq'],0,
GSE52266,SRR1028486,GSE52266,completed,2026-04-27T06:11:15.473582Z,897.3,912575932,['SRR1028486.fastq'],0,
GSE52266,SRR1028484,GSE52266,completed,2026-04-27T06:12:38.060184Z,1215.09,1056735786,['SRR1028484.fastq'],0,
GSE52266,SRR1028485,GSE52266,completed,2026-04-27T06:13:20.907044Z,1145.94,1064424614,['SRR1028485.fastq'],0,
GSE52266,SRR1028487,GSE52266,completed,2026-04-27T06:23:05.020909Z,300.58,706769456,['SRR1028487.fastq'],0,
GSE52266,SRR1028488,GSE52266,completed,2026-04-27T06:28:13.021535Z,811.41,701165436,['SRR1028488.fastq'],0,
GSE52266,SRR1029345,GSE52266,completed,2026-04-27T07:27:49.131451Z,4304.3,5512833294,['SRR1029345.fastq'],0,
GSE52266,SRR1029346,GSE52266,completed,2026-04-27T07:34:14.764274Z,4535.16,6271726824,['SRR1029346.fastq'],0,
GSE52266,SRR1029347,GSE52266,completed,2026-04-27T07:35:48.867928Z,4437.27,6526837130,['SRR1029347.fastq'],0,
GSE52266,SRR1029349,GSE52266,completed,2026-04-27T07:57:52.799557Z,5034.68,6787658950,['SRR1029349.fastq'],0,
GSE52266,SRR1029350,GSE52266,completed,2026-04-27T07:58:08.443105Z,4930.83,7089721398,['SRR1029350.fastq'],0,
GSE52266,SRR1029351,GSE52266,completed,2026-04-27T08:03:20.425012Z,5131.35,6664535834,['SRR1029351.fastq'],0,
GSE52266,SRR1029348,GSE52266,completed,2026-04-27T08:04:48.329753Z,5555.86,6837949064,['SRR1029348.fastq'],0,
GSE52266,SRR1029352,GSE52266,completed,2026-04-27T08:08:00.914444Z,5278.37,7280312136,['SRR1029352.fastq'],0,
GSE60012,SRR1534537,GSE60012,completed,2026-04-26T18:19:14.431513Z,6531.62,6823724404,"['SRR1534537_1.fastq', 'SRR1534537_2.fastq']",0,
GSE60012,SRR1534542,GSE60012,completed,2026-04-26T18:25:19.611391Z,6403.35,6892537516,"['SRR1534542_1.fastq', 'SRR1534542_2.fastq']",0,
GSE60012,SRR1534541,GSE60012,completed,2026-04-26T18:37:41.893067Z,7236.95,7849457976,"['SRR1534541_1.fastq', 'SRR1534541_2.fastq']",0,
GSE60012,SRR1534539,GSE60012,completed,2026-04-26T18:39:21.051154Z,7508.86,8293837068,"['SRR1534539_1.fastq', 'SRR1534539_2.fastq']",0,
GSE60012,SRR1534553,GSE60012,completed,2026-04-26T20:01:07.390303Z,3797.53,4023502424,"['SRR1534553_1.fastq', 'SRR1534553_2.fastq']",0,
GSE60012,SRR1534548,GSE60012,completed,2026-04-26T20:30:42.931449Z,6377.78,5465306968,"['SRR1534548_1.fastq', 'SRR1534548_2.fastq']",0,
GSE60012,SRR1534555,GSE60012,completed,2026-04-26T21:15:11.217562Z,3743.58,4246041804,"['SRR1534555_1.fastq', 'SRR1534555_2.fastq']",0,
GSE60012,SRR1534565,GSE60012,completed,2026-04-26T23:08:53.254184Z,5408.39,6073782460,"['SRR1534565_1.fastq', 'SRR1534565_2.fastq']",0,
GSE60012,SRR1534563,GSE60012,completed,2026-04-26T23:14:42.082972Z,6400.89,6673300324,"['SRR1534563_1.fastq', 'SRR1534563_2.fastq']",0,
GSE60012,SRR1534566,GSE60012,completed,2026-04-26T23:20:43.117347Z,6002.77,6218734032,"['SRR1534566_1.fastq', 'SRR1534566_2.fastq']",0,
GSE60012,SRR1534562,GSE60012,completed,2026-04-26T23:22:45.902286Z,7116.23,7428472396,"['SRR1534562_1.fastq', 'SRR1534562_2.fastq']",0,
GSE60012,SRR1534567,GSE60012,completed,2026-04-26T23:30:12.743504Z,6443.39,6963701400,"['SRR1534567_1.fastq', 'SRR1534567_2.fastq']",0,
GSE60012,SRR1534564,GSE60012,completed,2026-04-26T23:31:24.473489Z,7305.17,8146936328,"['SRR1534564_1.fastq', 'SRR1534564_2.fastq']",0,
GSE60012,SRR1534569,GSE60012,completed,2026-04-26T23:46:28.869899Z,6624.56,6457035244,"['SRR1534569_1.fastq', 'SRR1534569_2.fastq']",0,
GSE60012,SRR1534574,GSE60012,completed,2026-04-27T00:37:06.377433Z,2695.03,2285575204,"['SRR1534574_1.fastq', 'SRR1534574_2.fastq']",0,
GSE60012,SRR1534572,GSE60012,completed,2026-04-27T00:51:56.184989Z,6652.52,4784912872,"['SRR1534572_1.fastq', 'SRR1534572_2.fastq']",0,
GSE60012,SRR1534575,GSE60012,completed,2026-04-27T01:17:00.040283Z,2393.09,2259332212,"['SRR1534575_1.fastq', 'SRR1534575_2.fastq']",0,
GSE60012,SRR1534573,GSE60012,completed,2026-04-27T01:49:38.742717Z,7150.31,5751424716,"['SRR1534573_1.fastq', 'SRR1534573_2.fastq']",0,
GSE60012,SRR1534583,GSE60012,completed,2026-04-27T03:03:25.541600Z,1998.48,1290640108,"['SRR1534583_1.fastq', 'SRR1534583_2.fastq']",0,
GSE60012,SRR1534584,GSE60012,completed,2026-04-27T03:28:05.629325Z,3379.86,3047473272,"['SRR1534584_1.fastq', 'SRR1534584_2.fastq']",0,
GSE60012,SRR1534579,GSE60012,completed,2026-04-27T03:31:34.401664Z,5044.5,4860601636,"['SRR1534579_1.fastq', 'SRR1534579_2.fastq']",0,
GSE60012,SRR1534578,GSE60012,completed,2026-04-27T03:38:00.842402Z,5809.67,5452628424,"['SRR1534578_1.fastq', 'SRR1534578_2.fastq']",0,
GSE60012,SRR1534580,GSE60012,completed,2026-04-27T04:07:25.352067Z,6330.12,5987027400,"['SRR1534580_1.fastq', 'SRR1534580_2.fastq']",0,
GSE60012,SRR1534585,GSE60012,completed,2026-04-27T04:19:39.956893Z,3093.61,5366829744,"['SRR1534585_1.fastq', 'SRR1534585_2.fastq']",0,
GSE60012,SRR1534591,GSE60012,completed,2026-04-27T04:50:31.047670Z,251.34,194181644,"['SRR1534591_1.fastq', 'SRR1534591_2.fastq']",0,
GSE60012,SRR1534592,GSE60012,completed,2026-04-27T04:57:13.045701Z,278.34,248165192,"['SRR1534592_1.fastq', 'SRR1534592_2.fastq']",0,
GSE60012,SRR1534594,GSE60012,completed,2026-04-27T06:51:10.960885Z,6756.1,7415255864,"['SRR1534594_1.fastq', 'SRR1534594_2.fastq']",0,
GSE60012,SRR1534605,GSE60012,completed,2026-04-27T08:14:51.278887Z,6559.44,6365857032,"['SRR1534605_1.fastq', 'SRR1534605_2.fastq']",0,
GSE60012,SRR1534612,GSE60012,completed,2026-04-27T08:57:57.324070Z,5854.09,3813968772,"['SRR1534612_1.fastq', 'SRR1534612_2.fastq']",0,
GSE60012,SRR1534622,GSE60012,completed,2026-04-27T08:59:47.269317Z,1272.6,1464014760,"['SRR1534622_1.fastq', 'SRR1534622_2.fastq']",0,
GSE60012,SRR1534625,GSE60012,completed,2026-04-27T09:54:36.665999Z,3088.94,3098175348,"['SRR1534625_1.fastq', 'SRR1534625_2.fastq']",0,
GSE60012,SRR1534623,GSE60012,completed,2026-04-27T10:00:27.532035Z,3639.89,3365559400,"['SRR1534623_1.fastq', 'SRR1534623_2.fastq']",0,
GSE60012,SRR1534619,GSE60012,completed,2026-04-27T10:18:39.455618Z,7690.97,8075933276,"['SRR1534619_1.fastq', 'SRR1534619_2.fastq']",0,
GSE60012,SRR1534620,GSE60012,completed,2026-04-27T10:26:56.407955Z,7341.49,6895458496,"['SRR1534620_1.fastq', 'SRR1534620_2.fastq']",0,
GSE60012,SRR1534624,GSE60012,completed,2026-04-27T10:30:17.980834Z,5314.67,5072950512,"['SRR1534624_1.fastq', 'SRR1534624_2.fastq']",0,
GSE60012,SRR1534679,GSE60012,completed,2026-04-27T17:36:45.130039Z,2005.45,6326413688,['SRR1534679.fastq'],0,
GSE60012,SRR1534680,GSE60012,completed,2026-04-27T17:51:27.706013Z,3431.01,5722139738,['SRR1534680.fastq'],0,
GSE60012,SRR1534681,GSE60012,completed,2026-04-27T17:58:25.974085Z,3689.65,6714365134,['SRR1534681.fastq'],0,
GSE60012,SRR1534682,GSE60012,completed,2026-04-27T18:54:43.551075Z,3375.59,5540364442,['SRR1534682.fastq'],0,
GSE60012,SRR1534683,GSE60012,completed,2026-04-27T18:59:44.148295Z,3502.77,5501648592,['SRR1534683.fastq'],0,
GSE60012,SRR1534685,GSE60012,completed,2026-04-27T19:07:14.932062Z,3310.81,5596745262,['SRR1534685.fastq'],0,
GSE60012,SRR1534686,GSE60012,completed,2026-04-27T19:09:33.490470Z,3351.36,5269978026,['SRR1534686.fastq'],0,
GSE60012,SRR1534684,GSE60012,completed,2026-04-27T19:16:36.666474Z,4259.7,6598467618,['SRR1534684.fastq'],0,
GSE60012,SRR1534514,GSE60012,completed,2026-05-03T02:24:31.811147Z,4050.62,10727309324,"['SRR1534514_1.fastq', 'SRR1534514_2.fastq']",0,
GSE60012,SRR1534515,GSE60012,completed,2026-05-03T03:09:40.123437Z,2705.41,7203897028,"['SRR1534515_1.fastq', 'SRR1534515_2.fastq']",0,
GSE60012,SRR1534516,GSE60012,completed,2026-05-03T04:34:22.876696Z,5080.75,11976744908,"['SRR1534516_1.fastq', 'SRR1534516_2.fastq']",0,
GSE60012,SRR1534517,GSE60012,completed,2026-05-03T05:30:06.308382Z,3340.04,8444706924,"['SRR1534517_1.fastq', 'SRR1534517_2.fastq']",0,
GSE60012,SRR1534518,GSE60012,completed,2026-05-03T06:01:24.119164Z,1875.55,5432942464,"['SRR1534518_1.fastq', 'SRR1534518_2.fastq']",0,
GSE60012,SRR1534519,GSE60012,completed,2026-05-03T07:04:05.462878Z,3760.04,8268536764,"['SRR1534519_1.fastq', 'SRR1534519_2.fastq']",0,
GSE60012,SRR1534520,GSE60012,completed,2026-05-03T07:43:47.392604Z,2379.67,5396933344,"['SRR1534520_1.fastq', 'SRR1534520_2.fastq']",0,
GSE60012,SRR1534521,GSE60012,completed,2026-05-03T08:58:22.641358Z,4473.92,9785648036,"['SRR1534521_1.fastq', 'SRR1534521_2.fastq']",0,
GSE60012,SRR1534522,GSE60012,completed,2026-05-03T09:39:44.281287Z,2479.06,5198990472,"['SRR1534522_1.fastq', 'SRR1534522_2.fastq']",0,
GSE60012,SRR1534523,GSE60012,completed,2026-05-03T10:20:50.002391Z,2464.48,5372956168,"['SRR1534523_1.fastq', 'SRR1534523_2.fastq']",0,
GSE60012,SRR1534524,GSE60012,completed,2026-05-03T11:05:31.170775Z,2679.81,5576021224,"['SRR1534524_1.fastq', 'SRR1534524_2.fastq']",0,
GSE60012,SRR1534525,GSE60012,completed,2026-05-03T11:34:24.643535Z,1732.11,4184886448,"['SRR1534525_1.fastq', 'SRR1534525_2.fastq']",0,
GSE60012,SRR1534526,GSE60012,completed,2026-05-03T12:33:43.822233Z,3558.22,10007142000,"['SRR1534526_1.fastq', 'SRR1534526_2.fastq']",0,
GSE60012,SRR1534527,GSE60012,completed,2026-05-03T13:14:28.874295Z,2442.42,7873038628,"['SRR1534527_1.fastq', 'SRR1534527_2.fastq']",0,
GSE60012,SRR1534528,GSE60012,completed,2026-05-03T13:58:59.799911Z,2668.8,7032833964,"['SRR1534528_1.fastq', 'SRR1534528_2.fastq']",0,
GSE60012,SRR1534529,GSE60012,completed,2026-05-03T14:58:00.649657Z,3539.04,7983792960,"['SRR1534529_1.fastq', 'SRR1534529_2.fastq']",0,
GSE60012,SRR1534530,GSE60012,completed,2026-05-03T15:27:43.738473Z,1781.0,4263509832,"['SRR1534530_1.fastq', 'SRR1534530_2.fastq']",0,
GSE60012,SRR1534531,GSE60012,completed,2026-05-03T17:09:38.388112Z,6113.69,11864025968,"['SRR1534531_1.fastq', 'SRR1534531_2.fastq']",0,
GSE60012,SRR1534532,GSE60012,completed,2026-05-03T18:09:51.551950Z,3609.8,8921355520,"['SRR1534532_1.fastq', 'SRR1534532_2.fastq']",0,
GSE60012,SRR1534533,GSE60012,completed,2026-05-03T18:48:37.523691Z,2323.53,6413340248,"['SRR1534533_1.fastq', 'SRR1534533_2.fastq']",0,
GSE60012,SRR1534534,GSE60012,completed,2026-05-03T19:32:38.192602Z,2639.08,7081102916,"['SRR1534534_1.fastq', 'SRR1534534_2.fastq']",0,
GSE60012,SRR1534535,GSE60012,completed,2026-05-03T20:33:39.967831Z,3659.97,11136177972,"['SRR1534535_1.fastq', 'SRR1534535_2.fastq']",0,
GSE60012,SRR1534536,GSE60012,completed,2026-05-03T21:19:28.051492Z,2744.98,8380717692,"['SRR1534536_1.fastq', 'SRR1534536_2.fastq']",0,
GSE60012,SRR1534538,GSE60012,completed,2026-05-03T22:29:43.553122Z,4213.31,11579792036,"['SRR1534538_1.fastq', 'SRR1534538_2.fastq']",0,
GSE60012,SRR1534540,GSE60012,completed,2026-05-03T23:23:05.400855Z,3198.78,9306312188,"['SRR1534540_1.fastq', 'SRR1534540_2.fastq']",0,
GSE60012,SRR1534543,GSE60012,completed,2026-05-04T00:35:33.544780Z,4345.58,10267001936,"['SRR1534543_1.fastq', 'SRR1534543_2.fastq']",0,
GSE60012,SRR1534544,GSE60012,completed,2026-05-04T01:47:45.472085Z,4329.07,9856423024,"['SRR1534544_1.fastq', 'SRR1534544_2.fastq']",0,
GSE60012,SRR1534545,GSE60012,completed,2026-05-04T02:32:26.495623Z,2678.39,6144836584,"['SRR1534545_1.fastq', 'SRR1534545_2.fastq']",0,
GSE60012,SRR1534546,GSE60012,completed,2026-05-04T03:38:13.606566Z,3945.58,9310455332,"['SRR1534546_1.fastq', 'SRR1534546_2.fastq']",0,
GSE60012,SRR1534547,GSE60012,completed,2026-05-04T04:30:00.142913Z,3103.98,6833071732,"['SRR1534547_1.fastq', 'SRR1534547_2.fastq']",0,
GSE60012,SRR1534549,GSE60012,completed,2026-05-04T06:14:56.858329Z,6294.94,17658041384,"['SRR1534549_1.fastq', 'SRR1534549_2.fastq']",0,
GSE60012,SRR1534550,GSE60012,completed,2026-05-04T06:53:44.684387Z,2322.95,6648759932,"['SRR1534550_1.fastq', 'SRR1534550_2.fastq']",0,
GSE60012,SRR1534551,GSE60012,completed,2026-05-04T07:59:09.588311Z,3923.14,10552369172,"['SRR1534551_1.fastq', 'SRR1534551_2.fastq']",0,
GSE60012,SRR1534552,GSE60012,completed,2026-05-04T08:54:26.655975Z,3314.15,9796266964,"['SRR1534552_1.fastq', 'SRR1534552_2.fastq']",0,
GSE60012,SRR1534554,GSE60012,completed,2026-05-04T09:56:11.576348Z,3702.33,9683269276,"['SRR1534554_1.fastq', 'SRR1534554_2.fastq']",0,
GSE60012,SRR1534556,GSE60012,completed,2026-05-04T10:46:07.544013Z,2993.28,7560508700,"['SRR1534556_1.fastq', 'SRR1534556_2.fastq']",0,
GSE60012,SRR1534557,GSE60012,completed,2026-05-04T11:33:54.713710Z,2865.16,7292641680,"['SRR1534557_1.fastq', 'SRR1534557_2.fastq']",0,
GSE60012,SRR1534558,GSE60012,completed,2026-05-04T12:21:59.852396Z,2883.29,7652436760,"['SRR1534558_1.fastq', 'SRR1534558_2.fastq']",0,
GSE60012,SRR1534559,GSE60012,completed,2026-05-04T13:20:15.712211Z,3493.81,9959531840,"['SRR1534559_1.fastq', 'SRR1534559_2.fastq']",0,
GSE60012,SRR1534560,GSE60012,completed,2026-05-04T14:13:42.608938Z,3204.28,8071821048,"['SRR1534560_1.fastq', 'SRR1534560_2.fastq']",0,
GSE60012,SRR1534561,GSE60012,completed,2026-05-04T15:55:28.464753Z,6103.67,12760502136,"['SRR1534561_1.fastq', 'SRR1534561_2.fastq']",0,
GSE60012,SRR1534568,GSE60012,completed,2026-05-04T17:17:12.449222Z,4900.39,14693700120,"['SRR1534568_1.fastq', 'SRR1534568_2.fastq']",0,
GSE60012,SRR1534570,GSE60012,completed,2026-05-04T18:01:11.069145Z,2634.41,7893090024,"['SRR1534570_1.fastq', 'SRR1534570_2.fastq']",0,
GSE60012,SRR1534571,GSE60012,completed,2026-05-04T18:59:44.526488Z,3511.35,10109535636,"['SRR1534571_1.fastq', 'SRR1534571_2.fastq']",0,
GSE60012,SRR1534576,GSE60012,completed,2026-05-04T19:51:09.448764Z,3082.23,8555974736,"['SRR1534576_1.fastq', 'SRR1534576_2.fastq']",0,
GSE60012,SRR1534577,GSE60012,completed,2026-05-04T20:35:41.915891Z,2669.93,7748375360,"['SRR1534577_1.fastq', 'SRR1534577_2.fastq']",0,
GSE60012,SRR1534581,GSE60012,completed,2026-05-04T21:10:54.033153Z,2110.12,4549424380,"['SRR1534581_1.fastq', 'SRR1534581_2.fastq']",0,
GSE60012,SRR1534582,GSE60012,completed,2026-05-04T21:47:44.449159Z,2209.33,4564097752,"['SRR1534582_1.fastq', 'SRR1534582_2.fastq']",0,
GSE60012,SRR1534586,GSE60012,completed,2026-05-04T23:02:43.592873Z,4498.1,9669436568,"['SRR1534586_1.fastq', 'SRR1534586_2.fastq']",0,
GSE60012,SRR1534587,GSE60012,completed,2026-05-05T00:01:06.955840Z,3500.75,6629363012,"['SRR1534587_1.fastq', 'SRR1534587_2.fastq']",0,
GSE60012,SRR1534588,GSE60012,completed,2026-05-05T00:37:06.208038Z,2157.55,4683874960,"['SRR1534588_1.fastq', 'SRR1534588_2.fastq']",0,
GSE60012,SRR1534589,GSE60012,completed,2026-05-05T02:00:16.780732Z,4989.5,12479410960,"['SRR1534589_1.fastq', 'SRR1534589_2.fastq']",0,
GSE60012,SRR1534590,GSE60012,completed,2026-05-05T02:42:41.171148Z,2540.75,7868943752,"['SRR1534590_1.fastq', 'SRR1534590_2.fastq']",0,
GSE60012,SRR1534593,GSE60012,completed,2026-05-05T03:31:08.359601Z,2905.0,8534161132,"['SRR1534593_1.fastq', 'SRR1534593_2.fastq']",0,
GSE60012,SRR1534595,GSE60012,completed,2026-05-05T04:23:58.778673Z,3168.02,7921149744,"['SRR1534595_1.fastq', 'SRR1534595_2.fastq']",0,
GSE60012,SRR1534596,GSE60012,completed,2026-05-05T05:00:35.382790Z,2194.56,5309858284,"['SRR1534596_1.fastq', 'SRR1534596_2.fastq']",0,
GSE60012,SRR1534597,GSE60012,completed,2026-05-05T05:38:30.406895Z,2273.69,4801010908,"['SRR1534597_1.fastq', 'SRR1534597_2.fastq']",0,
GSE60012,SRR1534598,GSE60012,completed,2026-05-05T07:11:03.093670Z,5551.31,14185270312,"['SRR1534598_1.fastq', 'SRR1534598_2.fastq']",0,
GSE60012,SRR1534599,GSE60012,completed,2026-05-05T07:53:24.516479Z,2537.39,6976422820,"['SRR1534599_1.fastq', 'SRR1534599_2.fastq']",0,
GSE60012,SRR1534600,GSE60012,completed,2026-05-05T08:45:22.938432Z,3116.56,9613324932,"['SRR1534600_1.fastq', 'SRR1534600_2.fastq']",0,
GSE60012,SRR1534601,GSE60012,completed,2026-05-05T09:34:50.994899Z,2965.39,8426856480,"['SRR1534601_1.fastq', 'SRR1534601_2.fastq']",0,
GSE60012,SRR1534602,GSE60012,completed,2026-05-05T10:11:27.025324Z,2193.82,6713359724,"['SRR1534602_1.fastq', 'SRR1534602_2.fastq']",0,
GSE60012,SRR1534603,GSE60012,completed,2026-05-05T11:07:56.517485Z,3387.73,9921499628,"['SRR1534603_1.fastq', 'SRR1534603_2.fastq']",0,
GSE60012,SRR1534604,GSE60012,completed,2026-05-05T11:56:22.303869Z,2903.14,8879648252,"['SRR1534604_1.fastq', 'SRR1534604_2.fastq']",0,
GSE60012,SRR1534606,GSE60012,completed,2026-05-05T13:03:01.898702Z,3997.16,8824556232,"['SRR1534606_1.fastq', 'SRR1534606_2.fastq']",0,
GSE60012,SRR1534607,GSE60012,completed,2026-05-05T15:43:08.341478Z,9604.06,14500388480,"['SRR1534607_1.fastq', 'SRR1534607_2.fastq']",0,
GSE80672,SRR3440565,GSE80672,completed,2026-04-23T20:29:07.490691Z,4279.69,15618938440,"['SRR3440565_1.fastq', 'SRR3440565_2.fastq']",0,
GSE80672,SRR3440566,GSE80672,completed,2026-04-23T22:03:22.213829Z,5654.72,17154205400,"['SRR3440566_1.fastq', 'SRR3440566_2.fastq']",0,
GSE80672,SRR3440567,GSE80672,completed,2026-04-24T00:36:43.177298Z,6421.09,18015741112,"['SRR3440567_1.fastq', 'SRR3440567_2.fastq']",0,
GSE80672,SRR3440568,GSE80672,completed,2026-04-24T02:38:28.413634Z,7300.24,18685647608,"['SRR3440568_1.fastq', 'SRR3440568_2.fastq']",0,
GSE80672,SRR3440588,GSE80672,completed,2026-04-26T10:04:45.173301Z,6486.15,3528870888,"['SRR3440588_1.fastq', 'SRR3440588_2.fastq']",0,
GSE80672,SRR3440590,GSE80672,completed,2026-04-26T10:21:07.644171Z,4429.71,2941235544,"['SRR3440590_1.fastq', 'SRR3440590_2.fastq']",0,
