sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics
GSM3394172,Mouse_Adipose_SH001,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Female
GSM3394173,Mouse_Adipose_SH002,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Female
GSM3394174,Mouse_Adipose_SH003,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Female
GSM3394175,Mouse_Adipose_SH004,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Female
GSM3394176,Mouse_Adipose_SH005,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Female
GSM3394177,Mouse_Adipose_SH006,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Male
GSM3394178,Mouse_Adipose_SH007,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Male
GSM3394179,Mouse_Adipose_SH008,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Male
GSM3394180,Mouse_Adipose_SH009,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Male
GSM3394181,Mouse_Adipose_SH010,608.4,86.914,20.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 20mo | Sex: Male
GSM3394182,Mouse_Adipose_SH011,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Female
GSM3394183,Mouse_Adipose_SH012,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Female
GSM3394184,Mouse_Adipose_SH013,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Female
GSM3394185,Mouse_Adipose_SH014,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Female
GSM3394186,Mouse_Adipose_SH015,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Female
GSM3394187,Mouse_Adipose_SH016,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Male
GSM3394188,Mouse_Adipose_SH017,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Male
GSM3394189,Mouse_Adipose_SH018,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Male
GSM3394190,Mouse_Adipose_SH019,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Male
GSM3394191,Mouse_Adipose_SH020,608.4,86.914,20.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 20mo | Sex: Male
GSM3394192,Mouse_Adipose_SH021,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Female
GSM3394193,Mouse_Adipose_SH022,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Female
GSM3394194,Mouse_Adipose_SH023,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Female
GSM3394195,Mouse_Adipose_SH024,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Female
GSM3394196,Mouse_Adipose_SH025,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Female
GSM3394197,Mouse_Adipose_SH026,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Male
GSM3394198,Mouse_Adipose_SH027,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Male
GSM3394199,Mouse_Adipose_SH028,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Male
GSM3394200,Mouse_Adipose_SH029,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Male
GSM3394201,Mouse_Adipose_SH030,304.2,43.457,10.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 10mo | Sex: Male
GSM3394202,Mouse_Adipose_SH031,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Female
GSM3394203,Mouse_Adipose_SH032,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Female
GSM3394204,Mouse_Adipose_SH033,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Female
GSM3394205,Mouse_Adipose_SH034,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Female
GSM3394206,Mouse_Adipose_SH035,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Female
GSM3394207,Mouse_Adipose_SH036,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Male
GSM3394208,Mouse_Adipose_SH037,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Male
GSM3394209,Mouse_Adipose_SH038,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Male
GSM3394210,Mouse_Adipose_SH039,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Male
GSM3394211,Mouse_Adipose_SH040,304.2,43.457,10.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 10mo | Sex: Male
GSM3394212,Mouse_Adipose_SH041,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Female
GSM3394213,Mouse_Adipose_SH042,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Female
GSM3394214,Mouse_Adipose_SH043,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Female
GSM3394215,Mouse_Adipose_SH044,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Female
GSM3394216,Mouse_Adipose_SH045,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Female
GSM3394217,Mouse_Adipose_SH046,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Male
GSM3394218,Mouse_Adipose_SH047,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Male
GSM3394219,Mouse_Adipose_SH048,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Male
GSM3394220,Mouse_Adipose_SH049,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Male
GSM3394221,Mouse_Adipose_SH050,60.84,8.691,2.0,months,months,parsed,,adipose,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Adipose,strain: C57BL/6J | tissue: Adipose | age: 2mo | Sex: Male
GSM3394222,Mouse_Adipose_SH051,60.84,8.691,2.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 2mo | Sex: Female
GSM3394223,Mouse_Adipose_SH052,60.84,8.691,2.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 2mo | Sex: Female
GSM3394224,Mouse_Adipose_SH053,60.84,8.691,2.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 2mo | Sex: Female
GSM3394225,Mouse_Adipose_SH054,60.84,8.691,2.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 2mo | Sex: Female
GSM3394226,Mouse_Adipose_SH055,60.84,8.691,2.0,months,months,parsed,,adipose,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 2mo | Sex: Female
GSM3394227,Mouse_Adipose_SH056,60.84,8.691,2.0,months,months,parsed,,adipose,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Adipose,strain: BALB/cByJ | tissue: Adipose | age: 2mo | Sex: Male
GSM3394228,Mouse_Blood_SH001,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Female
GSM3394229,Mouse_Blood_SH005,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Female
GSM3394230,Mouse_Blood_SH006,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Male
GSM3394231,Mouse_Blood_SH007,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Male
GSM3394232,Mouse_Blood_SH008,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Male
GSM3394233,Mouse_Blood_SH009,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Male
GSM3394234,Mouse_Blood_SH010,608.4,86.914,20.0,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 20mo | Sex: Male
GSM3394235,Mouse_Blood_SH011,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Female
GSM3394236,Mouse_Blood_SH012,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Female
GSM3394237,Mouse_Blood_SH013,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Female
GSM3394238,Mouse_Blood_SH014,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Female
GSM3394239,Mouse_Blood_SH015,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Female
GSM3394240,Mouse_Blood_SH016,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Male
GSM3394241,Mouse_Blood_SH017,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Male
GSM3394242,Mouse_Blood_SH018,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Male
GSM3394243,Mouse_Blood_SH019,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Male
GSM3394244,Mouse_Blood_SH020,608.4,86.914,20.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 20mo | Sex: Male
GSM3394245,Mouse_Blood_SH030,304.2,43.457,10.0,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 10mo | Sex: Male
GSM3394246,Mouse_Blood_SH033,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Female
GSM3394247,Mouse_Blood_SH034,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Female
GSM3394248,Mouse_Blood_SH035,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,F,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Female
GSM3394249,Mouse_Blood_SH036,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Male
GSM3394250,Mouse_Blood_SH037,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Male
GSM3394251,Mouse_Blood_SH038,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Male
GSM3394252,Mouse_Blood_SH039,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Male
GSM3394253,Mouse_Blood_SH040,304.2,43.457,10.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 10mo | Sex: Male
GSM3394254,Mouse_Blood_SH041,60.84,8.691,2.0,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2mo | Sex: Female
GSM3394255,Mouse_Blood_SH045,60.84,8.691,2.0,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2mo | Sex: Female
GSM3394256,Mouse_Blood_SH056,60.84,8.691,2.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 2mo | Sex: Male
GSM3394257,Mouse_Blood_SH057,60.84,8.691,2.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 2mo | Sex: Male
GSM3394258,Mouse_Blood_SH058,60.84,8.691,2.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 2mo | Sex: Male
GSM3394259,Mouse_Blood_SH059,60.84,8.691,2.0,months,months,parsed,,blood,BALB/cByJ,M,control,GSE120137,RRBS,True,ok,Blood,strain: BALB/cByJ | tissue: Blood | age: 2mo | Sex: Male
GSM3394260,Mouse_Blood_SH061,647.234,92.462,21.2766,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 21.2766mo | Sex: Female
GSM3394261,Mouse_Blood_SH062,647.234,92.462,21.2766,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 21.2766mo | Sex: Female
GSM3394262,Mouse_Blood_SH063,647.234,92.462,21.2766,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 21.2766mo | Sex: Female
GSM3394263,Mouse_Blood_SH064,647.234,92.462,21.2766,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 21.2766mo | Sex: Female
GSM3394264,Mouse_Blood_SH065,647.234,92.462,21.2766,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 21.2766mo | Sex: Female
GSM3394265,Mouse_Blood_SH066,553.744,79.106,18.2033,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 18.2033mo | Sex: Male
GSM3394266,Mouse_Blood_SH067,553.744,79.106,18.2033,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 18.2033mo | Sex: Male
GSM3394267,Mouse_Blood_SH068,553.744,79.106,18.2033,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 18.2033mo | Sex: Male
GSM3394268,Mouse_Blood_SH069,553.744,79.106,18.2033,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 18.2033mo | Sex: Male
GSM3394269,Mouse_Blood_SH070,553.744,79.106,18.2033,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 18.2033mo | Sex: Male
GSM3394270,Mouse_Blood_SH071,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Female
GSM3394271,Mouse_Blood_SH072,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Female
GSM3394272,Mouse_Blood_SH073,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Female
GSM3394273,Mouse_Blood_SH074,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Female
GSM3394274,Mouse_Blood_SH075,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Female
GSM3394275,Mouse_Blood_SH076,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Male
GSM3394276,Mouse_Blood_SH077,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Male
GSM3394277,Mouse_Blood_SH078,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Male
GSM3394278,Mouse_Blood_SH079,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Male
GSM3394279,Mouse_Blood_SH080,338.0,48.286,11.1111,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 11.1111mo | Sex: Male
GSM3394280,Mouse_Blood_SH081,71.915,10.274,2.36407,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.36407mo | Sex: Female
GSM3394281,Mouse_Blood_SH082,71.915,10.274,2.36407,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.36407mo | Sex: Female
GSM3394282,Mouse_Blood_SH083,71.915,10.274,2.36407,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.36407mo | Sex: Female
GSM3394283,Mouse_Blood_SH084,71.915,10.274,2.36407,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.36407mo | Sex: Female
GSM3394284,Mouse_Blood_SH085,71.915,10.274,2.36407,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.36407mo | Sex: Female
GSM3394285,Mouse_Blood_SH086,79.106,11.301,2.60047,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.60047mo | Sex: Male
GSM3394286,Mouse_Blood_SH087,79.106,11.301,2.60047,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.60047mo | Sex: Male
GSM3394287,Mouse_Blood_SH088,79.106,11.301,2.60047,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.60047mo | Sex: Male
GSM3394288,Mouse_Blood_SH089,79.106,11.301,2.60047,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.60047mo | Sex: Male
GSM3394289,Mouse_Blood_SH090,79.106,11.301,2.60047,months,months,parsed,,blood,C57BL/6J,M,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 2.60047mo | Sex: Male
GSM3394290,Mouse_Blood_SH091,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Female
GSM3394291,Mouse_Blood_SH092,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Female
GSM3394292,Mouse_Blood_SH093,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Female
GSM3394293,Mouse_Blood_SH094,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Female
GSM3394294,Mouse_Blood_SH095,50.341,7.192,1.65485,months,months,parsed,,blood,C57BL/6J,F,control,GSE120137,RRBS,True,ok,Blood,strain: C57BL/6J | tissue: Blood | age: 1.65485mo | Sex: Female
