age_weeks,characteristics,dataset,intervention_guess,raw_age_token,raw_age_unit,sample_id,source_name,tissue_guess,title
17.383,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,4 month,month,GSM6590490,Spleen,spleen,4 month Spleen_D
17.383,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,4 month,month,GSM6590491,Spleen,spleen,4 month Spleen_E
52.149,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,12 month,month,GSM6590492,Spleen,spleen,12 month Spleen_A
52.149,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,12 month,month,GSM6590493,Spleen,spleen,12 month Spleen_B
52.149,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,12 month,month,GSM6590494,Spleen,spleen,12 month Spleen_C
52.149,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,12 month,month,GSM6590495,Spleen,spleen,12 month Spleen_D
52.149,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,12 month,month,GSM6590496,Spleen,spleen,12 month Spleent_E
104.297,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,24 month,month,GSM6590497,Spleen,spleen,24 month Spleen_A
104.297,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,24 month,month,GSM6590498,Spleen,spleen,24 month Spleen_B
104.297,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,24 month,month,GSM6590499,Spleen,spleen,24 month Spleen_C
104.297,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,24 month,month,GSM6590500,Spleen,spleen,24 month Spleen_D
104.297,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,24 month,month,GSM6590501,Spleen,spleen,24 month Spleen_E
104.297,cell type: Spleen | strain: Lgr5-FP-IRES-CreERT2,GSE213628,,24 month,month,GSM6590502,Spleen,spleen,24 month Spleen_F
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungIso6 | condition: Young isochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022431,liver,liver,DNA from liver from YoungIso6
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungIso1 | condition: Young isochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022432,liver,liver,DNA from liver from YoungIso1
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungIso2 | condition: Young isochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022433,liver,liver,DNA from liver from YoungIso2
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungIso3 | condition: Young isochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022434,liver,liver,DNA from liver from YoungIso3
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungIso4 | condition: Young isochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022435,liver,liver,DNA from liver from YoungIso4
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungIso5 | condition: Young isochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022436,liver,liver,DNA from liver from YoungIso5
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungIsoRec1 | condition: Young isochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022437,liver,liver,DNA from liver from YoungIsoRec1
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungIsoRec2 | condition: Young isochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022438,liver,liver,DNA from liver from YoungIsoRec2
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungIsoRec3 | condition: Young isochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022439,liver,liver,DNA from liver from YoungIsoRec3
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungIsoRec4 | condition: Young isochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022440,liver,liver,DNA from liver from YoungIsoRec4
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungIsoRec5 | condition: Young isochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022441,liver,liver,DNA from liver from YoungIsoRec5
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungIsoRec6 | condition: Young isochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022442,liver,liver,DNA from liver from YoungIsoRec6
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungHet1 | condition: Young heterochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022443,liver,liver,DNA from liver from YoungHet1
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungHet2 | condition: Young heterochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022444,liver,liver,DNA from liver from YoungHet2
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungHet3 | condition: Young heterochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022445,liver,liver,DNA from liver from YoungHet3
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungHet4 | condition: Young heterochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022446,liver,liver,DNA from liver from YoungHet4
26.071,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.5 | mouseid: YoungHet5 | condition: Young heterochronic parabiosis,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7022447,liver,liver,DNA from liver from YoungHet5
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungHetRec1 | condition: Young heterochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022448,liver,liver,DNA from liver from YoungHetRec1
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungHetRec2 | condition: Young heterochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022449,liver,liver,DNA from liver from YoungHetRec2
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungHetRec3 | condition: Young heterochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022450,liver,liver,DNA from liver from YoungHetRec3
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungHetRec4 | condition: Young heterochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022451,liver,liver,DNA from liver from YoungHetRec4
34.762,mouse strain: C57BL/6 WT | tissue: liver | age (years): 0.666666667 | mouseid: YoungHetRec5 | condition: Young heterochronic recovery,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7022452,liver,liver,DNA from liver from YoungHetRec5
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldIso1,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501770,Old isochronic parabiosis,liver,DNA from liver from OldIso1
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldIso2,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501771,Old isochronic parabiosis,liver,DNA from liver from OldIso2
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldIso3,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501772,Old isochronic parabiosis,liver,DNA from liver from OldIso3
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldIso4,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501773,Old isochronic parabiosis,liver,DNA from liver from OldIso4
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldIso5,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501774,Old isochronic parabiosis,liver,DNA from liver from OldIso5
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldIso6,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501775,Old isochronic parabiosis,liver,DNA from liver from OldIso6
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec1,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501776,Old isochronic recovery,liver,DNA from liver from OldIsoRec1
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec2,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501777,Old isochronic recovery,liver,DNA from liver from OldIsoRec2
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec3,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501778,Old isochronic recovery,liver,DNA from liver from OldIsoRec3
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec4,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501779,Old isochronic recovery,liver,DNA from liver from OldIsoRec4
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec5,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501780,Old isochronic recovery,liver,DNA from liver from OldIsoRec5
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec6,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501781,Old isochronic recovery,liver,DNA from liver from OldIsoRec6
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldIsoRec7,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501782,Old isochronic recovery,liver,DNA from liver from OldIsoRec7
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldHet1,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501783,Old heterochronic parabiosis,liver,DNA from liver from OldHet1
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldHet2,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501784,Old heterochronic parabiosis,liver,DNA from liver from OldHet2
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldHet3,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501785,Old heterochronic parabiosis,liver,DNA from liver from OldHet3
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldHet4,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501786,Old heterochronic parabiosis,liver,DNA from liver from OldHet4
104.286,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2 | mouseid: OldHet5,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501787,Old heterochronic parabiosis,liver,DNA from liver from OldHet5
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldHetRec1,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501788,Old heterochronic recovery,liver,DNA from liver from OldHetRec1
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldHetRec2,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501789,Old heterochronic recovery,liver,DNA from liver from OldHetRec2
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldHetRec3,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501790,Old heterochronic recovery,liver,DNA from liver from OldHetRec3
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldHetRec4,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501791,Old heterochronic recovery,liver,DNA from liver from OldHetRec4
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldHetRec5,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501792,Old heterochronic recovery,liver,DNA from liver from OldHetRec5
112.976,mouse strain: C57BL/6 WT | tissue: liver | age (years): 2.166666667 | mouseid: OldHetRec6,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501793,Old heterochronic recovery,liver,DNA from liver from OldHetRec6
26.071,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.5 | mouseid: YoungIso6,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7501794,Young isochronic parabiosis,blood,DNA from blood from YoungIso6
26.071,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.5 | mouseid: YoungIso7,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7501795,Young isochronic parabiosis,blood,DNA from blood from YoungIso7
26.071,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.5 | mouseid: YoungIso8,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7501796,Young isochronic parabiosis,blood,DNA from blood from YoungIso8
26.071,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.5 | mouseid: YoungIso9,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7501797,Young isochronic parabiosis,blood,DNA from blood from YoungIso9
26.071,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.5 | mouseid: YoungIso10,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7501798,Young isochronic parabiosis,blood,DNA from blood from YoungIso10
26.071,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.5 | mouseid: YoungIso11,GSE224442,parabiosis;recovery,age (years): 0.5,years,GSM7501799,Young isochronic parabiosis,blood,DNA from blood from YoungIso11
34.762,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.666666667 | mouseid: YoungIsoRec3,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7501800,Young isochronic recovery,blood,DNA from blood from YoungIsoRec3
34.762,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.666666667 | mouseid: YoungIsoRec4,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7501801,Young isochronic recovery,blood,DNA from blood from YoungIsoRec4
34.762,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.666666667 | mouseid: YoungIsoRec7,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7501802,Young isochronic recovery,blood,DNA from blood from YoungIsoRec7
34.762,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.666666667 | mouseid: YoungIsoRec8,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7501803,Young isochronic recovery,blood,DNA from blood from YoungIsoRec8
34.762,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.666666667 | mouseid: YoungIsoRec9,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7501804,Young isochronic recovery,blood,DNA from blood from YoungIsoRec9
34.762,mouse strain: C57BL/6 WT | tissue: blood | age (years): 0.666666667 | mouseid: YoungIsoRec10,GSE224442,parabiosis;recovery,age (years): 0.666666667,years,GSM7501805,Young isochronic recovery,blood,DNA from blood from YoungIsoRec10
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldIso7,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501806,Old isochronic parabiosis,blood,DNA from blood from OldIso7
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldIso8,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501807,Old isochronic parabiosis,blood,DNA from blood from OldIso8
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldIso9,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501808,Old isochronic parabiosis,blood,DNA from blood from OldIso9
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldIso10,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501809,Old isochronic parabiosis,blood,DNA from blood from OldIso10
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldIso11,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501810,Old isochronic parabiosis,blood,DNA from blood from OldIso11
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldIsoRec8,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501811,Old isochronic recovery,blood,DNA from blood from OldIsoRec8
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldIsoRec1,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501812,Old isochronic recovery,blood,DNA from blood from OldIsoRec1
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldIsoRec3,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501813,Old isochronic recovery,blood,DNA from blood from OldIsoRec3
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldIsoRec4,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501814,Old isochronic recovery,blood,DNA from blood from OldIsoRec4
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldIsoRec9,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501815,Old isochronic recovery,blood,DNA from blood from OldIsoRec9
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldHet6,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501816,Old heterochronic parabiosis,blood,DNA from blood from OldHet6
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldHet1,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501817,Old heterochronic parabiosis,blood,DNA from blood from OldHet1
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldHet2,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501818,Old heterochronic parabiosis,blood,DNA from blood from OldHet2
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldHet3,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501819,Old heterochronic parabiosis,blood,DNA from blood from OldHet3
104.286,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2 | mouseid: OldHet4,GSE224442,parabiosis;recovery,age (years): 2,years,GSM7501820,Old heterochronic parabiosis,blood,DNA from blood from OldHet4
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldHetRec1,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501821,Old heterochronic recovery,blood,DNA from blood from OldHetRec1
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldHetRec2,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501822,Old heterochronic recovery,blood,DNA from blood from OldHetRec2
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldHetRec4,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501823,Old heterochronic recovery,blood,DNA from blood from OldHetRec4
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldHetRec5,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501824,Old heterochronic recovery,blood,DNA from blood from OldHetRec5
112.976,mouse strain: C57BL/6 WT | tissue: blood | age (years): 2.166666667 | mouseid: OldHetRec6,GSE224442,parabiosis;recovery,age (years): 2.166666667,years,GSM7501825,Old heterochronic recovery,blood,DNA from blood from OldHetRec6
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438410,Hematopoietic stem cells,hsc_bone_marrow,Young_fresh_HSC_RNA_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438411,Hematopoietic stem cells,hsc_bone_marrow,Young_fresh_HSC_RNA_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438412,Hematopoietic stem cells,hsc_bone_marrow,Young_fresh_HSC_RNA_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438413,Hematopoietic stem cells,hsc_bone_marrow,Old_fresh_HSC_RNA_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438414,Hematopoietic stem cells,hsc_bone_marrow,Old_fresh_HSC_RNA_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438415,Hematopoietic stem cells,hsc_bone_marrow,Old_fresh_HSC_RNA_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438416,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G1_RNA_mouse1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438417,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G1_RNA_mouse2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438418,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G1_RNA_mouse3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438419,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G2_RNA_mouse1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438420,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G2_RNA_mouse2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438421,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G2_RNA_mouse3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438422,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G3_RNA_mouse1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438423,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G3_RNA_mouse2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438424,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G3_RNA_mouse3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438425,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G4_RNA_mouse1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438426,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G4_RNA_mouse2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438427,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150_G4_RNA_mouse3
0.571,tissue: Hematopoietic stem cells,GSE233879,,4D,d,GSM7438428,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_4D_TX_RNA_rep1
0.571,tissue: Hematopoietic stem cells,GSE233879,,4D,d,GSM7438429,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_4D_TX_RNA_rep2
0.571,tissue: Hematopoietic stem cells,GSE233879,,4D,d,GSM7438430,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_4D_TX_RNA_rep3
0.571,tissue: Hematopoietic stem cells,GSE233879,,4D,d,GSM7438431,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_4D_TX_RNA_rep1
0.571,tissue: Hematopoietic stem cells,GSE233879,,4D,d,GSM7438432,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_4D_TX_RNA_rep2
0.571,tissue: Hematopoietic stem cells,GSE233879,,4D,d,GSM7438433,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_4D_TX_RNA_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438434,Hematopoietic stem cells,hsc_bone_marrow,Young_fresh_HSC_scRNA
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438435,Hematopoietic stem cells,hsc_bone_marrow,Old_fresh_HSC_scRNA
2.0,tissue: Hematopoietic stem cells,GSE233879,,14D,d,GSM7438436,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_14D_TX_scRNA
2.0,tissue: Hematopoietic stem cells,GSE233879,,14D,d,GSM7438437,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_14D_TX_scRNA
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438438,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_RRBS_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438439,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150L_RRBS_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438440,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_RRBS_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7438441,Hematopoietic stem cells,hsc_bone_marrow,Old_HSC_CD150H_RRBS_rep2
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438442,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150H_6M_TX_RRBS_rep1
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438443,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150H_6M_TX_RRBS_rep2
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438444,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150H_6M_TX_RRBS_rep3
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438445,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150H_6M_TX_RRBS_rep4
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438446,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150L_6M_TX_RRBS_rep1
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438447,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150L_6M_TX_RRBS_rep2
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438448,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150L_6M_TX_RRBS_rep3
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438449,Whole blood cells,blood;hsc_bone_marrow,Blood_CD150L_6M_TX_RRBS_rep4
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438450,Whole blood cells,blood,Blood_Unsorted_6M_TX_RRBS_rep1
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438451,Whole blood cells,blood,Blood_Unsorted_6M_TX_RRBS_rep2
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438452,Whole blood cells,blood,Blood_Unsorted_6M_TX_RRBS_rep3
26.074,tissue: Whole blood cells,GSE233879,,6M,m,GSM7438453,Whole blood cells,blood,Blood_Unsorted_6M_TX_RRBS_rep4
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664990,Hematopoietic stem cells,hsc_bone_marrow,HSC_young_ATAC_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664991,Hematopoietic stem cells,hsc_bone_marrow,HSC_young_ATAC_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664992,Hematopoietic stem cells,hsc_bone_marrow,HSC_young_ATAC_rep3
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664993,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_ATAC_rep1
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664994,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_ATAC_rep2
,tissue: Hematopoietic stem cells,GSE233879,,,,GSM7664995,Hematopoietic stem cells,hsc_bone_marrow,HSC_old_ATAC_rep3
